model	simID	S	tree.length	PD	gamma	beta	Colless	Sackin	Yule.PDA.ratio	MRD	VRD	PSV	mean.Iprime	MPD	VPD	MGL_principal_eigenvalue	MGL_asymmetry	MGL_peakedness	MGL_eigengap	nLTT_stat
Mammal	2524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2526	23	14.70325591	10.61120155	-1.738141922	0.222912191	44	122	22.42333098	5.304347826	2.312252964	0.806874197	0.456785714	1.203028387	NA	1138.96537	0.082420005	1.729117369	8	0.069562871
Mammal	2549	24	26.84387097	9.440580634	-1.045496937	-0.550148052	57	141	24.75016513	5.875	4.027173913	0.729995803	0.412706612	1.116265367	NA	2210.271686	0.689671972	1.697499577	11	0.073990597
Mammal	2572	23	28.57330201	7.984318784	-0.528921343	-0.166925928	56	130	22.60565254	5.652173913	3.328063241	0.705145411	0.540367965	1.117106716	NA	2313.538234	0.683341149	1.424276004	9	0.109342828
Mammal	26	234	16.1	104.1863816	-7.603103867	-0.720074329	2091	3299	296.498978	14.0982906	23.66840908	0.924407602	0.555866185	1.408965807	NA	13375.05384	-0.908126203	3.2232299	314	0.074847006
Mammal	2611	31	44.00064299	11.48930324	-1.308899158	-0.776049275	97	209	34.53828216	6.741935484	4.331182796	0.679164621	0.549181548	1.025221633	NA	4901.67741	0.319420731	2.065214667	1	0.086581906
Mammal	2612	30	36.20545212	12.53239139	-1.637976878	-0.077638019	68	178	31.13708478	5.933333333	3.305747126	0.798501183	0.519126984	1.219661387	NA	3763.497535	-0.104509943	2.09222996	6	0.066795927
Mammal	2613	20	27.65527096	9.943020053	-1.441776056	-0.911575844	48	112	21.00821618	5.6	3.2	0.789717325	0.590151515	1.137178855	NA	1906.62048	-0.27238801	1.778094032	1	0.076855915
Mammal	2642	20	49.22112224	8.302895221	-3.395772719	-0.381898998	41	113	19.10664185	5.65	2.660526316	0.49708798	0.3575	0.625449286	NA	3472.649467	1.940889388	1.114669026	1	0.176934456
Mammal	2661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2663	802	62.4261219	127.9078095	-3.223626004	-0.38209512	5941	11439	977.8800633	14.26309227	17.5399345	0.794509135	0.487012578	1.431473995	NA	187478.6155	-0.099761306	3.402172539	1	0.267358517
Mammal	2664	4	15	2.574648168	0.268039338	9.999956252	0	8	1.098612289	2	0	0.762441361	0	1.142857143	NA	178.9568	1.218021404	1.990688783	1	0.24887929
Mammal	2665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2666	4	15	2.574648168	0.268039338	9.999956252	0	8	1.098612289	2	0	0.762441361	0	1.142857143	NA	178.9568	1.218021404	1.990688783	1	0.245105495
Mammal	2667	507	45.34849277	98.6519758	-6.410056801	-0.248442024	3509	6591	611.7446445	13	13.48221344	0.677423843	0.50566233	1.16300654	NA	86380.31272	0.621148239	3.687023625	28	0.234813093
Mammal	2668	482	36.92977627	114.6536065	-6.429371757	-0.232763118	3001	5943	581.0310836	12.32987552	11.83066485	0.791650929	0.507773983	1.348414545	NA	65197.78249	-0.311129126	3.62099365	1	0.193216004
Mammal	2669	381	32.042706	104.3266689	-5.861093508	-0.240225262	2314	4564	458.2371188	11.97900262	10.65745269	0.798647025	0.521664845	1.327123396	NA	45413.12307	-0.788738272	3.634079563	4	0.162803939
Mammal	2670	378	28.44060029	115.3346732	-6.15797199	-0.130844448	1938	4178	451.6038004	11.05291005	10.04493846	0.89619981	0.519215876	1.491096974	NA	39291.9663	-0.867015125	3.643815665	719	0.138736129
Mammal	2671	295	26.55288575	91.75621495	-6.441925437	0.007079396	1416	3118	346.4484332	10.56949153	9.524916407	0.898035543	0.502267798	1.489901735	NA	28456.23423	-0.76121954	3.324333189	563	0.139876838
Mammal	2672	240	25.68803612	78.60512325	-6.160949735	-0.009640145	1082	2436	280.8115782	10.15	9.082008368	0.888500174	0.502844237	1.455324646	NA	22389.33465	-0.440532605	2.581947493	459	0.131944504
Mammal	2673	147	25.24389517	41.8725369	-6.018900561	-0.452228091	773	1481	176.7730098	10.07482993	10.76833473	0.754255397	0.559008631	1.232754956	NA	13487.23034	0.402191854	1.989156331	86	0.170383375
Mammal	2674	120	24.32035308	34.35484422	-6.703796838	-0.623249187	621	1179	147.3401194	9.825	9.49012605	0.669159715	0.591606703	1.062453512	NA	10765.11309	0.809224243	2.37591774	13	0.180600622
Mammal	2675	107	21.13541833	33.67037402	-7.049002893	-0.608296393	498	996	130.5111561	9.308411215	8.139834244	0.679456051	0.588505545	1.055633895	NA	8080.524997	0.757769144	2.415703438	20	0.167161646
Mammal	2676	92	15.6015637	38.33662129	-7.393281022	-0.539034658	388	812	109.787793	8.826086957	7.024366937	0.783415988	0.572174637	1.162859322	NA	5043.502416	-0.0859165	2.445210136	8	0.148729034
Mammal	2677	84	13.32916946	40.34266109	-7.533439718	-0.570259342	306	694	100.6229731	8.261904762	5.424555364	0.869729542	0.582719587	1.27302867	NA	3731.211816	-0.512334844	2.610810567	1	0.149180153
Mammal	2678	51	11.98692557	28.34060232	-5.560497465	-0.295145059	164	374	56.91612014	7.333333333	3.626666667	0.886313386	0.537349206	1.237951505	NA	2076.525622	-0.413049535	1.889141355	52	0.14106858
Mammal	2679	40	11.14711797	23.04805416	-5.009670874	-0.128238005	111	273	42.61818343	6.825	2.660897436	0.891630248	0.485985798	1.233342555	NA	1514.300475	-0.425427559	1.865390272	1	0.154901533
Mammal	2680	39	10.80553606	22.71341999	-4.991907962	1.882407581	73	233	38.95462179	5.974358974	1.81511471	0.913932266	0.458818342	1.272776389	NA	1397.935923	-0.452363038	1.913414571	38	0.159676668
Mammal	2681	23	10.32311998	13.04584927	-3.489066368	4.519600896	33	115	20.46905258	5	1.181818182	0.878368665	0.375277778	1.23606981	NA	794.1565994	-0.421279901	1.765555829	23	0.142157621
